id,log,seen,semantic_template,template,valid,predict
1573,data_thread() got not answer from any [Thunderbird_D5] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1574,unable to qualify my own domain name (aadmin1) -- using short name,False,unable to qualify my own domain name ({domain_name}) -- using short name,unable to qualify my own domain name (<*>) -- using short name,True,unable to qualify my own domain name (<*>) -- using short name
1575,unable to qualify my own domain name (badmin1) -- using short name,False,unable to qualify my own domain name ({domain_name}) -- using short name,unable to qualify my own domain name (<*>) -- using short name,True,unable to qualify my own domain name (<*>) -- using short name
1576,"synchronized to 10.100.16.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1577,unable to qualify my own domain name (cadmin1) -- using short name,False,unable to qualify my own domain name ({domain_name}) -- using short name,unable to qualify my own domain name (<*>) -- using short name,True,unable to qualify my own domain name (<*>) -- using short name
1578,unable to qualify my own domain name (dadmin1) -- using short name,False,unable to qualify my own domain name ({domain_name}) -- using short name,unable to qualify my own domain name (<*>) -- using short name,True,unable to qualify my own domain name (<*>) -- using short name
1579,session closed for user root,False,session closed for user {username},session closed for user <*>,True,session closed for user <*>
1580,"jA9JBWxH019649: from=root, size=1596872, class=0, nrcpts=1, msgid=<200511091911.jA9JBWxH019649@aadmin1>, relay=#7#@localhost",False,"jA9JBWxH019649: from={from_user}, size={size}, class={class_number}, nrcpts={number_of_recipients}, msgid=<{message_id}>, relay={relay_info}","<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>@localhost",True,"jA9JBWxH019649: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=<*>"
1581,"jA9JBWxH019649: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1626872, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",False,"jA9JBWxH019649: to={to_user}, ctladdr={ctladdr_user} ({ctladdr_value}), delay={delay_time}, xdelay={xdelay_time}, mailer={mailer_type}, pri={priority_number}, relay=[{relay_ip}] [{relay_ip}], dsn={dsn_code}, stat={status_message}","<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]",True,"jA9JBWxH019649: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>"
1582,session closed for user root,False,session closed for user {username},session closed for user <*>,True,session closed for user <*>
1583,"jA9JBWEr014256: from=root, size=1593894, class=0, nrcpts=1, msgid=<200511091911.jA9JBWEr014256@badmin1>, relay=#7#@localhost",False,"jA9JBWEr014256: from={from_user}, size={size}, class={class_number}, nrcpts={number_of_recipients}, msgid=<{message_id}>, relay={relay_info}","<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>@localhost",True,"jA9JBWEr014256: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=<*>"
1584,"jA9JBWEr014256: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1623894, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",False,"jA9JBWEr014256: to={to_user}, ctladdr={ctladdr_user} ({ctladdr_value}), delay={delay_time}, xdelay={xdelay_time}, mailer={mailer_type}, pri={priority_number}, relay=[{relay_ip}] [{relay_ip}], dsn={dsn_code}, stat={status_message}","<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]",True,"jA9JBWEr014256: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>"
1585,data_thread() got not answer from any [Thunderbird_A1] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1586,data_thread() got not answer from any [Thunderbird_A8] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1587,session closed for user root,False,session closed for user {username},session closed for user <*>,True,session closed for user <*>
1588,"jA9JBXgf022479: from=root, size=1594553, class=0, nrcpts=1, msgid=<200511091911.jA9JBXgf022479@cadmin1>, relay=#7#@localhost",False,"jA9JBXgf022479: from={from_user}, size={size}, class={class_number}, nrcpts={number_of_recipients}, msgid=<{message_id}>, relay={relay_info}","<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>@localhost",True,"jA9JBXgf022479: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=<*>"
1589,"jA9JBXgf022479: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1624553, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",False,"jA9JBXgf022479: to={to_user}, ctladdr={ctladdr_user} ({ctladdr_value}), delay={delay_time}, xdelay={xdelay_time}, mailer={mailer_type}, pri={priority_number}, relay=[{relay_ip}] [{relay_ip}], dsn={dsn_code}, stat={status_message}","<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]",True,"jA9JBXgf022479: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>"
1590,"synchronized to 10.100.20.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1591,"synchronized to 10.100.20.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1592,session closed for user root,False,session closed for user {username},session closed for user <*>,True,session closed for user <*>
1593,"jA9JBXVI027337: from=root, size=1597080, class=0, nrcpts=1, msgid=<200511091911.jA9JBXVI027337@dadmin1>, relay=#7#@localhost",False,"jA9JBXVI027337: from={from_user}, size={size}, class={class_number}, nrcpts={number_of_recipients}, msgid=<{message_id}>, relay={relay_info}","<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>@localhost",True,"jA9JBXVI027337: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=<*>"
1594,"jA9JBXVI027337: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1627080, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",False,"jA9JBXVI027337: to={to_user}, ctladdr={ctladdr_user} ({ctladdr_value}), delay={delay_time}, xdelay={xdelay_time}, mailer={mailer_type}, pri={priority_number}, relay=[{relay_ip}] [{relay_ip}], dsn={dsn_code}, stat={status_message}","<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>, xdelay=<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]",True,"jA9JBXVI027337: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>"
1595,data_thread() got not answer from any [Thunderbird_B6] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1596,data_thread() got not answer from any [Thunderbird_A3] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1597,data_thread() got not answer from any [Thunderbird_C8] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1598,"synchronized to 10.100.20.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1599,"synchronized to 10.100.20.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1600,"synchronized to 10.100.16.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1601,"synchronized to 10.100.28.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1602,data_thread() got not answer from any [Thunderbird_C1] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1603,data_thread() got not answer from any [Thunderbird_A6] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1604,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,False,[ib_sm_sweep.c:{line_number}]: ********************** NEW SWEEP ********************,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************,True,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************
1605,"synchronized to 10.100.20.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1606,data_thread() got not answer from any [Thunderbird_C4] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1607,"synchronized to 10.100.22.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1608,"synchronized to 10.100.22.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1609,"synchronized to 10.100.16.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1610,"synchronized to 10.100.26.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1611,[ib_sm_sweep.c:1455]: No topology change,False,[ib_sm_sweep.c:{line_number}]: No topology change,[ib_sm_sweep.c:<*>]: No topology change,True,[ib_sm_sweep.c:<*>]: No topology change
1612,[ib_sm_sweep.c:1482]: No configuration change required,False,[ib_sm_sweep.c:{line_number}]: No configuration change required,[ib_sm_sweep.c:<*>]: No configuration change required,True,[ib_sm_sweep.c:<*>]: No configuration change required
1613,data_thread() got not answer from any [Thunderbird_B5] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1614,data_thread() got not answer from any [Thunderbird_D6] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1615,"synchronized to 10.100.16.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1616,"synchronized to 10.100.28.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1617,data_thread() got not answer from any [Thunderbird_D8] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1618,"synchronized to 10.100.28.250, stratum 3",False,"synchronized to {ip_address}, stratum {stratum_number}","synchronized to <*>, stratum <*>",True,"synchronized to <*>, stratum <*>"
1619,data_thread() got not answer from any [Thunderbird_B2] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
1620,data_thread() got not answer from any [Thunderbird_B4] datasource,False,data_thread() got not answer from any [{datasource_name}] datasource,data_thread() got not answer from any [<*>] datasource,True,data_thread() got not answer from any [<*>] datasource
